date,month,day_of_year,mango_stage,stage_description,water_sensitivity,heat_sensitivity,disease_sensitivity,recommended_monitoring_focus
2025-09-07,9,250,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-08,9,251,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-09,9,252,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-10,9,253,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-11,9,254,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-12,9,255,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-13,9,256,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-14,9,257,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-15,9,258,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-16,9,259,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-17,9,260,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-18,9,261,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-19,9,262,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-20,9,263,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-21,9,264,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-22,9,265,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-23,9,266,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-24,9,267,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-25,9,268,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-26,9,269,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-27,9,270,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-28,9,271,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-29,9,272,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-09-30,9,273,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2025-10-01,10,274,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-02,10,275,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-03,10,276,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-04,10,277,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-05,10,278,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-06,10,279,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-07,10,280,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-08,10,281,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-09,10,282,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-10,10,283,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-11,10,284,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-12,10,285,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-13,10,286,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-14,10,287,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-15,10,288,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-16,10,289,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-17,10,290,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-18,10,291,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-19,10,292,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-20,10,293,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-21,10,294,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-22,10,295,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-23,10,296,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-24,10,297,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-25,10,298,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-26,10,299,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-27,10,300,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-28,10,301,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-29,10,302,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-30,10,303,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-10-31,10,304,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-01,11,305,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-02,11,306,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-03,11,307,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-04,11,308,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-05,11,309,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-06,11,310,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-07,11,311,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-08,11,312,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-09,11,313,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-10,11,314,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-11,11,315,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-12,11,316,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-13,11,317,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-14,11,318,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-15,11,319,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-16,11,320,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-17,11,321,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-18,11,322,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-19,11,323,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-20,11,324,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-21,11,325,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-22,11,326,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-23,11,327,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-24,11,328,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-25,11,329,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-26,11,330,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-27,11,331,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-28,11,332,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-29,11,333,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-11-30,11,334,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-01,12,335,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-02,12,336,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-03,12,337,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-04,12,338,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-05,12,339,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-06,12,340,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-07,12,341,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-08,12,342,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-09,12,343,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-10,12,344,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-11,12,345,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-12,12,346,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-13,12,347,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-14,12,348,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-15,12,349,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-16,12,350,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-17,12,351,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-18,12,352,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-19,12,353,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-20,12,354,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-21,12,355,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-22,12,356,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-23,12,357,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-24,12,358,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-25,12,359,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-26,12,360,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-27,12,361,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-28,12,362,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-29,12,363,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-30,12,364,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2025-12-31,12,365,Flower induction / pre-flowering,"Trees are transitioning toward bud differentiation ahead of flowering; mild, controlled moisture stress is often associated with better flower induction.",Medium,Low,Low,Watch for bud differentiation signs and avoid excess irrigation that could delay flower induction.
2026-01-01,1,1,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-02,1,2,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-03,1,3,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-04,1,4,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-05,1,5,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
